title;=>centrality;=>subs;=>views;=>comments;=>country;=>topics
Channels/UC_f6ZXW1cZY3IfAhaxyCdDA;=>234.5700;=>1;=>97;=>0;=>null;=>null
Channels/UCIqkPBRpcPVH-0m6VYrIMdg;=>234.5700;=>135;=>971;=>0;=>null;=>null
Channels/UCZtug1yX0HORyMiDyjEul9A;=>234.4600;=>0;=>0;=>0;=>null;=>null
Channels/UCOczo4k6ck231MTJD237Ylw;=>234.3600;=>0;=>0;=>0;=>null;=>null
Channels/UCZYbXNWCj0niV2y1BC7ChMg;=>234.3000;=>0;=>0;=>0;=>null;=>null
Channels/UCCAB4KjkvUpdybQ4PO48new;=>234.2600;=>0;=>0;=>0;=>null;=>null
Channels/UC7TrULqlyb2jBHiTxyhp6hg;=>234.2300;=>0;=>3499313;=>0;=>null;=>null
Channels/UCFl3VOpm7hbpp7vKym17OPA;=>234.2300;=>300;=>18251;=>0;=>null;=>null
Channels/UCEX2lqQI9MSxPqx5KfC83ZQ;=>234.1300;=>12;=>220;=>0;=>null;=>null
Channels/UCUTbsS6wPfNLkytiahZEzVw;=>234.0400;=>0;=>0;=>0;=>null;=>null
Channels/UCikuB6_5hZ7hoA9Bjv9rrLg;=>234.0200;=>0;=>0;=>0;=>null;=>null
Channels/UCWZeKygZ_F5yPZfqog9-8Xw;=>233.9500;=>7;=>4143;=>0;=>null;=>null
Channels/UCcXw7Q8hwTHHtBGkEghzELQ;=>233.9400;=>0;=>0;=>0;=>null;=>null
Channels/UCVu2PjvXm3792poc908na3g;=>233.9100;=>0;=>0;=>0;=>null;=>null
Channels/UCQE10BLhaeE3eXeIwUjCbkw;=>233.8800;=>1;=>0;=>0;=>null;=>null
Channels/UCxqTvJalN58oyiVqkNzHjWg;=>233.8600;=>0;=>0;=>0;=>null;=>null
Channels/UCpc-V5oGzP6FjU3SURcCKkA;=>233.8100;=>0;=>0;=>0;=>null;=>null
Channels/UCZ2bMgPGytcENWHZ7rFlx-g;=>233.8000;=>2;=>0;=>0;=>null;=>null
Channels/UCH687Z8JfqVTrkmcRpRbBxA;=>233.7400;=>16;=>81;=>0;=>null;=>null
Channels/UCp-4elkXkRjGzAoekcRJ6KA;=>233.7000;=>0;=>0;=>0;=>null;=>null
Channels/UCaIRJYyjRww0Vt6q-c6QGYg;=>233.4800;=>2;=>0;=>0;=>null;=>null
Channels/UC-uB1GQYssqf6G-HYdFkrEw;=>233.4700;=>2;=>0;=>0;=>null;=>null
Channels/UCxnKMqUH971tnE7fpqylnZw;=>233.4300;=>0;=>8;=>0;=>null;=>null
Channels/UCVH_LhxOiIVFMR5DDZe8ABw;=>233.4000;=>0;=>0;=>0;=>null;=>null
Channels/UCyQPkWWCWCW0F8Y0X9Vvf5A;=>233.3900;=>0;=>0;=>0;=>null;=>null
Channels/UCkB_hvYM5S8hjsS9mEaadAQ;=>233.3500;=>0;=>0;=>0;=>null;=>null
Channels/UC1FUvUmXrNEEreMqB2LLulw;=>233.2100;=>0;=>0;=>0;=>null;=>null
Channels/UCOpTaJ_cf18xOVdmbc7V0PQ;=>233.1800;=>1;=>0;=>0;=>null;=>null
Channels/UC-SCenhmDFjmQR84N842FTA;=>233.0800;=>0;=>0;=>0;=>null;=>null
Channels/UCBHXKaZx0Asyk_gNPSLGQzg;=>233.0400;=>0;=>0;=>0;=>null;=>null
Channels/UCihKvMN8DSFgWRNsqlXcMXQ;=>233.0300;=>6;=>43;=>0;=>null;=>null
Channels/UCm0PaQBUUQ22jOkKnd-O5OA;=>232.9000;=>3;=>482;=>0;=>null;=>null
Channels/UCPbuUBgsUbk5lGudiHIUqXA;=>232.8900;=>0;=>0;=>0;=>null;=>null
Aloha Baby Dolls;=>232.8200;=>230000;=>124122080;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
Channels/UC1Q0ymnWxab6_UXKpCO8o0g;=>232.7600;=>0;=>0;=>0;=>null;=>null
Channels/UCSsBf7Rz9aq9ZgmU12VMtRQ;=>232.7100;=>1;=>47;=>0;=>null;=>null
Channels/UCQh8d7aXws3wPj9ZA1aHTCA;=>232.6600;=>3;=>0;=>0;=>null;=>null
Channels/UC2IDP3Q3G3duzydb8VpfcRQ;=>232.6400;=>0;=>0;=>0;=>null;=>null
Channels/UCgX8T2j9sZhUmaWnf5iqNJA;=>232.6400;=>0;=>0;=>0;=>null;=>null
Channels/UC1rDaCAIBn-xZKghXb4zOPg;=>232.4100;=>0;=>0;=>0;=>null;=>null
Channels/UCRYoqKYUVyJewKFmLIwIENQ;=>232.4000;=>0;=>0;=>0;=>null;=>null
Channels/UC3A4gSuC0QaRZ_o-ifB4zAw;=>232.3300;=>0;=>0;=>0;=>null;=>null
Channels/UCvgL4NWPhM_K6fVHu_2-DSg;=>232.2900;=>9;=>0;=>0;=>null;=>null
Channels/UC8RYvKb0wh6JY_5bWLlZBsw;=>232.2600;=>6;=>24;=>0;=>null;=>null
Channels/UCnjg_mc4NHPGCSZaw0kIVZA;=>232.2600;=>63;=>0;=>0;=>null;=>null
Channels/UCKl9ERsWMrTx_oXpeiBg-gg;=>232.2300;=>747;=>301273;=>0;=>null;=>null
Channels/UCnjk7Ksr6h381ZdmidwfoXg;=>232.2300;=>5;=>0;=>0;=>null;=>null
Channels/UCCD8cwK76bWlaL1PM6_GJ0A;=>232.2000;=>0;=>0;=>0;=>null;=>null
Channels/UCRncpNYFPYjtcnw-kAsK63A;=>232.1300;=>0;=>0;=>0;=>null;=>null
Channels/UCvFerZC2dzK4lomhWN4SNlQ;=>232.0300;=>1;=>484;=>0;=>null;=>null
Channels/UCnsAdwzANUi8O7fh6fOADdg;=>232.0000;=>23;=>0;=>0;=>null;=>null
Channels/UCPqbMdi6cNZHI8CDf9mwC6g;=>231.9400;=>0;=>0;=>0;=>null;=>null
Channels/UCW4GO5SfJfu5yCV5foRwwLQ;=>231.9100;=>1;=>0;=>0;=>null;=>null
Channels/UCoFEPge0TqUzgLykvu6xRKg;=>231.9000;=>0;=>0;=>0;=>null;=>null
Channels/UCSwDRt1Z4fpz6OVt7nyZ93g;=>231.9000;=>6;=>7;=>0;=>null;=>null
Channels/UCrSD8resTgy7EE0I-XFi-zw;=>231.8900;=>68;=>41479;=>0;=>null;=>null
Channels/UCVLNnbMTjDcBUR6ma-1EOog;=>231.8500;=>0;=>0;=>0;=>null;=>null
Channels/UCL38Q3uYwNWD01fOjuAPS3w;=>231.8100;=>0;=>0;=>0;=>null;=>null
Channels/UCIv7XdBP47V_J0_W7CU7n9g;=>231.7600;=>464;=>18222;=>0;=>null;=>null
Channels/UC4_tA0Xwiay4xKNgf_zb6Mw;=>231.7100;=>1;=>0;=>0;=>null;=>null
Channels/UC3I_4uW206papQmnOv91KOw;=>231.6900;=>0;=>0;=>0;=>null;=>null
Channels/UChlBROJCK_66EdrCtYdc6AQ;=>231.6700;=>4;=>0;=>0;=>null;=>null
Channels/UCcxprsFAPKnrO1itSKbdSDA;=>231.6500;=>8;=>0;=>0;=>null;=>null
Channels/UCTb8GQpBzHJW0qPNGTqsAwg;=>231.5600;=>0;=>1;=>0;=>null;=>null
Channels/UCFFFikg-vRnBZyNlxyNstWA;=>231.5500;=>0;=>0;=>0;=>null;=>null
Channels/UCS6ysnEglccpEIfmtgN-eCg;=>231.5200;=>18;=>0;=>0;=>null;=>null
Channels/UCBmJb03EcBiAAFVzSZU9nQA;=>231.4200;=>0;=>0;=>0;=>null;=>null
Channels/UCU9ymP3yM0G0kslx88kJg-Q;=>231.3500;=>3;=>0;=>0;=>null;=>null
Channels/UC0VBoDAngBMwOUlAte9ZxdA;=>231.3300;=>1;=>2;=>0;=>null;=>null
Channels/UCCjU60Hi5c7b7At9eKF253A;=>231.3300;=>0;=>0;=>0;=>null;=>null
Channels/UCEJAlKuhoH4mTyOby7ivEBQ;=>231.2100;=>0;=>0;=>0;=>null;=>null
Channels/UCNFvujrD0cZaCpHTqucgRtw;=>231.1700;=>0;=>0;=>0;=>null;=>null
Channels/UCu9iCqUDQnLH_r65dSyJUkw;=>231.1500;=>0;=>0;=>0;=>null;=>null
Channels/UCfHRFfbnC8BdgekiozPVLtw;=>231.0600;=>13;=>225;=>0;=>null;=>null
Channels/UCuiHPoSyhiIOmVmI4PGY-Pg;=>231.0400;=>8;=>0;=>0;=>null;=>null
Channels/UC52IlsaESJsqiaA1kQjKJHA;=>230.8500;=>4;=>26;=>0;=>null;=>null
Channels/UCvDNWW1HHPq3-djYyHz6DGw;=>230.8400;=>37;=>433;=>0;=>null;=>null
Channels/UCDLG7ou54ApyYSYyj8EhY4g;=>230.7700;=>1;=>0;=>0;=>null;=>null
Channels/UCBXMF8BfLYaszbGj8CC61Hg;=>230.7600;=>35;=>465;=>0;=>null;=>null
Channels/UCysb5bg6uEPov8bNj9vVA3g;=>230.6900;=>5;=>59;=>0;=>null;=>null
Channels/UC57mb8Cf3ZP3B7xGn0jce6w;=>230.4400;=>60;=>1288;=>0;=>null;=>null
Channels/UCLQFNn1tGSyQBYNrz8T41fQ;=>230.4100;=>0;=>0;=>0;=>null;=>null
Channels/UCrV6PXt72UaTA-oyvwZEo3A;=>230.2700;=>193;=>4235;=>0;=>null;=>null
Channels/UCAE8tWpkp4JhPTkO63sxWbQ;=>230.2400;=>2;=>134;=>0;=>null;=>null
Channels/UCJJ_XGo28i3YgFadst2NGGw;=>230.2200;=>1;=>0;=>0;=>null;=>null
Channels/UCeJm1fQg8m9NWjw1Wzzsxog;=>230.1400;=>162;=>36615;=>0;=>null;=>null
Channels/UCX64zCJL8Sev64VrEIvs4xQ;=>230.1100;=>0;=>0;=>0;=>null;=>null
Channels/UCX8gE49OlJjHWdCCekjvEqg;=>230.1000;=>22;=>0;=>0;=>null;=>null
Ap 1nabillion Dad of the So in Love Family;=>230.0200;=>43300;=>9041137;=>0;=>US;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Music
Channels/UC-ZiPy9Pd7VjSlYAwpKMrZQ;=>230.0100;=>12;=>457;=>0;=>null;=>null
Channels/UC9txf3ZJpEQ7CglQvJP60YA;=>230.0100;=>10;=>217;=>0;=>null;=>null
Channels/UCEXtsoon1pX_6P2CD1eKJtw;=>229.8400;=>0;=>0;=>0;=>null;=>null
Channels/UCs0V8i5b3vMvMYoH6LlY3dw;=>229.8100;=>4;=>125;=>0;=>null;=>null
Channels/UCTRNUP9AR1PRjA7kaVIST3A;=>229.7600;=>1;=>0;=>0;=>null;=>null
Channels/UClVcHc1gjqsQSOHJX3JnhiQ;=>229.6100;=>0;=>0;=>0;=>null;=>null
Channels/UChZBAAoCIxU2lmS-rVk5c7w;=>229.5800;=>0;=>0;=>0;=>null;=>null
Channels/UC6omq3_q-O4GOTE4VzGYJZw;=>229.4400;=>2;=>9;=>0;=>null;=>null
Channels/UCe8F_tdEMR3-agwrfvNgFwA;=>229.4100;=>16;=>4288;=>0;=>null;=>null
Channels/UCLY0lj1pZz6U2HF3YEHxC9A;=>229.4100;=>371;=>5481;=>0;=>null;=>null
Channels/UCQb-AmJJBoZ217CxNCTomwQ;=>229.4100;=>0;=>0;=>0;=>null;=>null
Channels/UCEd9mFuZA8Wg7iA72hUEP7A;=>229.3500;=>14;=>421;=>0;=>null;=>null
Channels/UCG-m9E4pc34yJGlxsEHyLLw;=>229.2000;=>0;=>0;=>0;=>null;=>null
Channels/UC1o2cAJohCAlKIn65bRHuYw;=>229.0600;=>0;=>0;=>0;=>null;=>null
Channels/UCjI2mq03ikJgPqCpKvwK7rA;=>228.8400;=>11;=>55;=>0;=>null;=>null
Channels/UCGoT7LcNEMYgiyrEG7Bu-Gg;=>228.8200;=>0;=>4;=>0;=>null;=>null
Channels/UCPsiL0rF7-TDoGodd4dmudA;=>228.6400;=>10;=>0;=>0;=>null;=>null
Channels/UCP586tBoOyCSyi32oZrxozQ;=>228.4600;=>9;=>0;=>0;=>null;=>null
Channels/UC1uk4nO5yNG6jYHH8GIzXjw;=>228.3500;=>7;=>334;=>0;=>null;=>null
Channels/UCe9jXjX5DV2A5VaF5V_73Iw;=>228.2800;=>0;=>0;=>0;=>null;=>null
Channels/UC6S7n0Cve8VJxdcvgleUefg;=>228.2300;=>1;=>13;=>0;=>null;=>null
Channels/UChCvKML-yna6_hC1Ltiue2g;=>228.1500;=>1;=>0;=>0;=>null;=>null
Channels/UCoWf0wLTZhttIjy_cqgiwow;=>228.1300;=>0;=>2;=>0;=>null;=>null
Channels/UCBk7Nm41u7vjA1ouuAHqnwg;=>227.9100;=>0;=>0;=>0;=>null;=>null
Channels/UCgXsQO3YlU9EYoOSBZ-qttw;=>227.7000;=>1;=>0;=>0;=>null;=>null
Channels/UCoEcmq_irpnJQZUFUiJs-yw;=>227.3800;=>1;=>0;=>0;=>null;=>null
Channels/UCxkBTs5OiWEuRya1qoko2dw;=>227.3300;=>4;=>161;=>0;=>null;=>null
Channels/UCZTjH4qu4SCdmAkHDQnNf7A;=>227.0000;=>2;=>27;=>0;=>null;=>null
Channels/UCjIVqHZrwKk7o6b20dkOYsA;=>226.8200;=>0;=>0;=>0;=>null;=>null
Channels/UCWjEdnpry76iHMCFfGS7EtA;=>226.8100;=>0;=>0;=>0;=>null;=>null
Channels/UCRL4XquB4QtQ_0Qsg9GM_Iw;=>226.7000;=>17;=>95;=>0;=>null;=>null
Channels/UCWKo5TyRZm3IZBn2c7Pte3A;=>226.6900;=>2;=>66;=>0;=>null;=>null
Channels/UCh_NhLE0QWccvB9uVeX8BOQ;=>226.6700;=>8;=>0;=>0;=>null;=>null
Channels/UCkUJfq2e6IfYen2pJPBWuHw;=>226.5200;=>3;=>0;=>0;=>null;=>null
Channels/UCCfR-CobBZFZ6hZA9XSQlIA;=>226.4600;=>0;=>0;=>0;=>null;=>null
Channels/UCDR_9cWVQzW0gu61qObzTDg;=>226.2500;=>1;=>0;=>0;=>null;=>null
Channels/UCKnadp9TOJfzSn2eM3nOjvg;=>226.1800;=>0;=>0;=>0;=>null;=>null
Channels/UC0oxy-3QVVST3AVx1mF-dXw;=>226.0800;=>0;=>0;=>0;=>null;=>null
Channels/UCFg4HhIpCiUEkSN09-opMdQ;=>226.0300;=>0;=>0;=>0;=>null;=>null
Channels/UC5qEhgEDH1I20cJprjzXoWA;=>225.9500;=>1;=>0;=>0;=>null;=>null
Channels/UCAPaIs_99xD1Kxp-Mxzo-AQ;=>225.9400;=>1;=>0;=>0;=>null;=>null
Channels/UCDAEw6HYvuob4QBf0VmYPMQ;=>225.9300;=>0;=>0;=>0;=>null;=>null
Channels/UC6xgM829mHcTec4YfGv41Ng;=>225.8400;=>2;=>0;=>0;=>null;=>null
Channels/UCqhc4DmEQ9KxB5pPjn-veGg;=>225.8200;=>1830;=>18622;=>0;=>null;=>null
Channels/UCZWjFIDM4N2UdwNuuNAlXyA;=>225.7800;=>2;=>0;=>0;=>null;=>null
Channels/UCPNGYDuNsTRWAvl3aozAtbw;=>225.5800;=>0;=>0;=>0;=>null;=>null
Channels/UCEJO6W749V3LJxL1c1WfxTQ;=>225.5700;=>7;=>0;=>0;=>null;=>null
Channels/UCwE0BncjjefjMzHqnKpDweQ;=>225.5600;=>6;=>68;=>0;=>null;=>null
Channels/UCx3SmxpUXDiLhxOg4wAUraw;=>225.5600;=>1;=>743;=>0;=>null;=>null
Channels/UCTf57h7ihJDdN6HqWa2lJaA;=>225.5500;=>5;=>61;=>0;=>null;=>null
Channels/UCNuRSS-oPRgJPJf6w-Ihqtg;=>225.4100;=>42;=>134;=>0;=>null;=>null
Channels/UCp8I9taNplY1nETRqyksrRA;=>225.3800;=>1;=>0;=>0;=>null;=>null
Channels/UCPDl5c3hKotBvtHAb32FJzA;=>225.2700;=>20;=>0;=>0;=>null;=>null
Channels/UCGfLx7QZN87bkLHY7PmBJqg;=>225.2500;=>0;=>0;=>0;=>null;=>null
Channels/UCBx5P_0brFDNF7SDaWV9-8A;=>225.2300;=>286;=>696;=>0;=>null;=>null
Channels/UCBlBBlDaiIKpj1Gr5KPH3kA;=>225.1700;=>1230;=>10084;=>0;=>null;=>null
Channels/UCmQfTZsxOzCh1n2NfGVRoxA;=>225.1600;=>1;=>0;=>0;=>null;=>null
Ryan's World;=>225.0800;=>25600000;=>40052271189;=>0;=>US;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCWMCGRJnHFj4bHXKJjHI26A;=>225.0300;=>0;=>0;=>0;=>null;=>null
Channels/UCc9iK9bqrZrHkuMTCENF3Gg;=>224.9300;=>3;=>7;=>0;=>null;=>null
Channels/UCh8hi9pMrZjCSm7Ia8t2LiA;=>224.8000;=>7;=>0;=>0;=>null;=>null
Channels/UClGsAGxyPdklmVhTSbPBo0w;=>224.7900;=>38;=>237;=>0;=>null;=>null
Channels/UCTOLWDZahfVsoV5gxShBa8A;=>224.7700;=>0;=>0;=>0;=>null;=>null
Channels/UCIl587_LJsfg7A8PTJKpXlw;=>224.7300;=>0;=>0;=>0;=>null;=>null
Channels/UCMNDzXZHJB64Tqjpu-nAWVw;=>224.6200;=>717;=>148448;=>0;=>null;=>null
Channels/UCDVVueIS1fHm7mr7O6F5dPA;=>224.5400;=>0;=>0;=>0;=>null;=>null
Channels/UCm9faUvtbn0lgpmdtIigz-Q;=>224.5100;=>1;=>1219;=>0;=>null;=>null
Channels/UCf-lcy4SUf6s5R0nreE7hyQ;=>224.4800;=>7;=>0;=>0;=>null;=>null
Channels/UCOIne4ybt_5fqxaXV-NARqQ;=>224.4500;=>114;=>1504;=>0;=>null;=>null
Channels/UCQYsBDdkl0MVQxSmaQ50DvA;=>224.1600;=>26;=>0;=>0;=>null;=>null
Channels/UCWNG7HJsDmvBOgUrwpNKbTg;=>224.1100;=>1;=>0;=>0;=>null;=>null
Channels/UCy0AKJ-e_cwv7qotfcPDHSw;=>224.0900;=>0;=>0;=>0;=>null;=>null
Channels/UCnn2wMN6VzfC99Xp-VbqMLg;=>224.0500;=>35;=>1182;=>0;=>null;=>null
Channels/UCqnQtC1SqHmwIjQoVeUCG6Q;=>224.0500;=>4;=>55;=>0;=>null;=>null
Channels/UCsxIi5po6nu81ihrEuLvorw;=>224.0500;=>0;=>0;=>0;=>null;=>null
Channels/UCEmsTH9ItBLz8gQa4cv73_Q;=>224.0400;=>0;=>0;=>0;=>null;=>null
Channels/UC6Cvzu9tcLAbjj2oTNZAHDQ;=>223.9800;=>0;=>24;=>0;=>null;=>null
Channels/UCnbxanFQ661OmbIOqfcnSBw;=>223.9700;=>0;=>0;=>0;=>null;=>null
Channels/UCZIr7evu_qyysMFCwVkXFSA;=>223.9200;=>0;=>0;=>0;=>null;=>null
Channels/UCVHEKoVEUyI4myG1ZTFr9VQ;=>223.8900;=>15;=>2937;=>0;=>null;=>null
Channels/UCH4z3N3w3f4rMVJ_8wwzXVg;=>223.8600;=>0;=>12;=>0;=>null;=>null
Jason Love;=>223.6700;=>6240;=>2089947;=>0;=>US;=>https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCmtT68bv6RJq9T1mmlc2S_g;=>223.5600;=>1;=>0;=>0;=>null;=>null
Channels/UCBCWBm5h4OIlMrQ2CR9Iqog;=>223.5500;=>0;=>0;=>0;=>null;=>null
Channels/UCDfF5pfNaTtbxe91c9q99Iw;=>223.5400;=>0;=>0;=>0;=>null;=>null
Channels/UCho4acyVcCCKs-7Le05WNwg;=>223.5400;=>0;=>0;=>0;=>null;=>null
Channels/UC_0cHrcILqT6EpcHcfAXi8Q;=>223.5000;=>1;=>0;=>0;=>null;=>null
Channels/UCOfyKHBdh2EWjCAvXKGCHDg;=>223.4500;=>2;=>89;=>0;=>null;=>null
Channels/UCyQ3xR3VQtaBBQd6DJkF7eA;=>223.3300;=>0;=>0;=>0;=>null;=>null
Channels/UCJnwkuoVcvbYeNPP_oDJhwQ;=>223.3200;=>0;=>0;=>0;=>null;=>null
Channels/UC8n5N5NjbhJ-4oWkqOr9MEQ;=>223.2500;=>0;=>0;=>0;=>null;=>null
Channels/UC_VNiwgdV8lZUlADuXwAi3w;=>223.2100;=>0;=>0;=>0;=>null;=>null
Channels/UCPBix4zQQMI7NKSniZX6AcA;=>223.2100;=>0;=>0;=>0;=>null;=>null
Channels/UCW2JrBKEbG1SpGYzt_vut0g;=>223.2100;=>1;=>0;=>0;=>null;=>null
Channels/UCMsStmk0kqbBx8UMo8XQJtw;=>223.1200;=>5;=>0;=>0;=>null;=>null
Channels/UCNYCeTka2Ly-7NFrg4hdptA;=>223.1100;=>0;=>0;=>0;=>null;=>null
Channels/UC81_eFCEtjY85SvCL1KMd2Q;=>223.0600;=>88;=>814;=>0;=>null;=>null
Channels/UCNNkxK1576itSj3z9yxyXmA;=>223.0400;=>163;=>2250;=>0;=>null;=>null
Channels/UCugr7pagU_lvaB9bpFuJQVw;=>223.0200;=>0;=>0;=>0;=>null;=>null
Channels/UC35tR39SSYtO3AHMy0AReqQ;=>223.0100;=>0;=>0;=>0;=>null;=>null
Channels/UCDm2OCxg1wWpmDJaC3BVLVg;=>222.8900;=>0;=>0;=>0;=>null;=>null
Channels/UCWviKOPGSmm5MbnK1rr1dLQ;=>222.8500;=>15;=>163;=>0;=>null;=>null
Channels/UCzIHfo2VdLxHHipzdwzhUDQ;=>222.8300;=>0;=>0;=>0;=>null;=>null
Channels/UCNALKQD8Mfmj7fbFm0fnElw;=>222.7300;=>1;=>0;=>0;=>null;=>null
Channels/UCIoDahjlrY_qgVIhDUwpilA;=>222.7000;=>3;=>0;=>0;=>null;=>null
Channels/UCBudVqQUx5RDTIVOIx6FEZQ;=>222.6500;=>3;=>34;=>0;=>null;=>null
Channels/UCJGdDiHki44MxrfpP0pl74g;=>222.6400;=>25;=>197;=>0;=>null;=>null
Channels/UC5TRuFQu-YvgXnR5EdMCKXA;=>222.5900;=>1;=>0;=>0;=>null;=>null
Channels/UCoOrWY9ZWYgTYyB022Pd_5g;=>222.5800;=>6;=>161;=>0;=>null;=>null
Channels/UCFmBDNp8el0qT24acQUTs0w;=>222.5200;=>21;=>0;=>0;=>null;=>null
Channels/UCHGZW5DleJnxEm9e0yZcDTA;=>222.2200;=>3;=>0;=>0;=>null;=>null
Channels/UCWAugKzPuGsv3xvLfVqYq3w;=>222.1800;=>18;=>8397;=>0;=>null;=>null
Channels/UCYm8VPr3YxhiscaAVUR0Nwg;=>222.1100;=>0;=>0;=>0;=>null;=>null
Channels/UCFbg0edYmZKAbCLW_JZdO5w;=>221.9900;=>0;=>6;=>0;=>null;=>null
Josh Darnit;=>221.9500;=>113000;=>11649363;=>0;=>US;=>https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Food
Channels/UClJtkjDSMsl42_ZMRm-S5nw;=>221.9400;=>0;=>0;=>0;=>null;=>null
Channels/UCZT_LH-7jCpZG7ipTASCwMQ;=>221.8500;=>0;=>0;=>0;=>null;=>null
Channels/UCPMIzUHh3OjFHvdmuxfWjzg;=>221.8000;=>0;=>114285;=>0;=>null;=>null
Channels/UCHmDx7Edy9mFIZd6ZLdVMjw;=>221.7700;=>159;=>31541;=>0;=>null;=>null
Channels/UCQzLnjMFSV1Bjx8_UafNvng;=>221.7000;=>13;=>399;=>0;=>null;=>null
Channels/UCWMhAK_OcE4blbgydMJYHbg;=>221.6900;=>0;=>0;=>0;=>null;=>null
Channels/UC__uTTu82GIFzabHELg89Yw;=>221.6800;=>10;=>0;=>0;=>null;=>null
Channels/UC9hZBMCqioLXgSB_9g_IbKQ;=>221.6500;=>3;=>65;=>0;=>null;=>null
Channels/UCJISQwi1vtowx9PQRPeybAQ;=>221.6500;=>13;=>137;=>0;=>null;=>null
Channels/UCrddVLjqWLTKLZjP_hC97dg;=>221.5100;=>1;=>0;=>0;=>null;=>null
Channels/UCFR8gfPKvic8Z0hQIGlzi6Q;=>221.4800;=>0;=>0;=>0;=>null;=>null
Channels/UCT3KEa-xROei_XsAQ9C3dKQ;=>221.3700;=>1020;=>6529;=>0;=>null;=>null
Channels/UC8Ei2SlMdIn2eW45skNJidA;=>221.2800;=>3;=>39;=>0;=>null;=>null
Channels/UCdXZl0IWt8OZAcs0iu_6FwQ;=>221.0600;=>3;=>0;=>0;=>null;=>null
Channels/UCXOPp9v1y9HmJCHdNjnXqjA;=>221.0400;=>8;=>628;=>0;=>null;=>null
Channels/UCiqsZ1FZAFTsZFqdOycl15Q;=>220.9700;=>0;=>0;=>0;=>null;=>null
Channels/UCYIpznXNyI6PFEV2sAW2Rvw;=>220.8300;=>332;=>9818;=>0;=>null;=>null
Channels/UCQzmxSDQ-yDOFoFvuAqBpgA;=>220.7900;=>441;=>46120;=>0;=>null;=>null
Channels/UCaeTCYYGCZRmPlYcQf1JKkg;=>220.6900;=>0;=>0;=>0;=>null;=>null
Channels/UCQkF5bCfo7pVmiTeLbb3Kxw;=>220.5500;=>6;=>0;=>0;=>null;=>null
Channels/UCTjUPqS3STqYn3mrg0AZYaQ;=>220.5400;=>0;=>0;=>0;=>null;=>null
Channels/UC_X1FVrIDW96bgCudAAN8Bw;=>220.3400;=>0;=>0;=>0;=>null;=>null
Channels/UCb54Nm-szBJBUCygIgDbrhQ;=>220.3400;=>0;=>0;=>0;=>null;=>null
Channels/UC3zyZ3qHoXWTxfBhTbcp2aQ;=>220.2700;=>0;=>0;=>0;=>null;=>null
Channels/UCPFtPaXU2e3WJrGS2uqKpWA;=>220.0800;=>0;=>0;=>0;=>null;=>null
Channels/UC7ch14GxeThdPdTF8hSrFqQ;=>220.0100;=>39;=>283;=>0;=>null;=>null
Channels/UCk9AxIuKKJhL0E6Bqg6mCpA;=>219.9400;=>0;=>0;=>0;=>null;=>null
Channels/UCwhtCHYbYS3TA1bmp2RBZ0A;=>219.9400;=>3;=>293;=>0;=>null;=>null
Channels/UCI7XkmIrEqxEImQX8z1Yg6A;=>219.7800;=>37;=>333;=>0;=>null;=>null
Channels/UCdMXt1Vp_fAVCS37SPdWWaQ;=>219.7400;=>0;=>8;=>0;=>null;=>null
Channels/UCCE91I9d8WRiILCmWf3uWzw;=>219.6500;=>1;=>0;=>0;=>null;=>null
Channels/UCtknnxZC5_u91qJG6RsV11Q;=>219.6400;=>172;=>1675;=>0;=>null;=>null
Channels/UC-_EetZP1376ST4-KgpmZog;=>219.5500;=>0;=>0;=>0;=>null;=>null
Channels/UChHizQ4QboNS7akTN8uVSJg;=>219.5400;=>2;=>1147;=>0;=>null;=>null
Channels/UCSKapDWxQJB3ArpChrKc-DQ;=>219.3900;=>0;=>0;=>0;=>null;=>null
Channels/UCo5IgBl7W6U4s0HaxhzF22A;=>219.3400;=>125;=>10939;=>0;=>null;=>null
Channels/UCmdlzbl-LVd6ZixaKwcGFyQ;=>219.3000;=>0;=>0;=>0;=>null;=>null
Channels/UCXzKxHBgXzE1UE3Bl5Uzmnw;=>219.2700;=>3;=>177;=>0;=>null;=>null
Channels/UCoNFPvvzKlQ5YMZZkHlYt7Q;=>219.1400;=>4;=>6;=>0;=>null;=>null
Channels/UCSheNGQI3Qyy6ZwjeXrhm9Q;=>219.1400;=>2;=>0;=>0;=>null;=>null
Channels/UCE1BX9zf6rfz_sc2juCmGpA;=>219.0800;=>31;=>14468;=>0;=>null;=>null
Channels/UCAUYr21B0n_gsmttXhi5BHA;=>219.0000;=>1;=>0;=>0;=>null;=>null
